Country_Name,Country Code,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014
Mexico,MEX,5.296473838,-0.60549239,0.131917169,1.422671242,4.295714251,3.032573659,4.944514348,3.22483782,1.379943167,-4.743671936,5.199124892,3.919583933,4.038885998,1.394899589,2.230794662
Marshall Islands,MHL,5.890676039,5.363380056,2.615902679,0.170064959,-0.055412459,2.750235998,1.923486585,3.736561743,-1.889703772,-2.36201857,4.109197031,0.152739118,2.81423221,2.342032379,-0.971303396
Middle income,MIC,5.458094454,3.361990055,4.790699646,5.560634142,7.624490179,7.018322499,7.982097977,8.524297637,5.509137781,3.386825011,7.923088613,6.063377845,5.193496854,5.240102963,4.823229629
Macedonia. FYR,MKD,4.549135778,-3.067245662,1.494028679,2.222222222,4.674428357,4.723377527,5.137025162,6.473486858,5.471711774,-0.358615842,3.358760114,2.339892284,-0.456184412,2.665637227,3.767558059
Mali,MLI,-3.275738644,11.85434447,4.31569328,7.617704622,2.250996466,6.132867114,5.251356065,4.297160872,4.97917145,4.462802272,5.81489176,2.723586357,0.030125384,1.707445076,7.19463485
Malta,MLT,6.77019381,-1.549888586,2.811588371,0.132087471,-0.503224546,3.66560275,2.223906402,4.279227098,3.9,-2.8,4.3,1.4,1.1,2.9,
Myanmar,MMR,13.74593056,11.3440345,12.02551864,13.84399505,13.64190607,,,,,,,,,8.244874539,8.499663602
Middle East & North Africa (developing only),MNA,3.84322435,3.273740081,3.833284888,3.55132515,7.277790784,5.045308544,5.53886517,6.197716419,3.645845016,3.107648487,5.266307312,-1.565604685,3.25848577,0.786405313,1.509134438
Montenegro,MNE,3.099997417,1.100001032,1.899998858,2.499998406,4.400003554,4.192994029,8.566242791,10.65790133,6.922597533,-5.656917491,2.463732399,3.228454122,-2.723799735,3.548982485,1.783710093
Mongolia,MNG,1.146062138,2.952710543,4.732978465,7.004634576,10.62540596,7.253665441,8.556234809,10.24801636,8.900367947,-1.26859894,6.365161685,17.29077735,12.31981973,11.64458043,7.823899144
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,
Mozambique,MOZ,1.678502985,12.72096582,8.794057581,6.500606668,7.811186108,8.720667877,9.851055465,7.426060991,6.876205447,6.351461683,6.687731849,7.117606632,7.198185826,7.1416833,7.220560234
Mauritania,MRT,-0.430406256,2.008796925,0.665004156,5.978253348,5.747423542,8.969422318,18.86909933,2.817836774,1.079967174,-1.0420817,4.77369717,4.385441191,5.969023853,5.675564581,6.418888813
Mauritius,MUS,9.026614062,2.573570313,2.113313277,3.656856417,5.745767493,1.241387547,3.947653044,5.890498632,5.511089889,3.048982486,4.100201815,3.886294035,3.2,3.2,3.6
Malawi,MWI,1.576077831,-4.974963841,1.700000007,5.499999996,4.851637683,2.839778233,2.062005102,9.491418402,8.338911509,9.035835265,6.533362437,4.347495193,1.885799515,5.199999988,5.700000002
Malaysia,MYS,8.858868104,0.517675303,5.390988327,5.788499279,6.783437734,5.332139144,5.584847069,6.298785927,4.831769895,-1.513685083,7.425970496,5.293784657,5.473454192,4.713453716,5.992609342
North America,NAC,4.177236004,1.036236753,1.868364524,2.73393541,3.732033025,3.329750282,2.663947641,1.79768881,-0.171035515,-2.771126199,2.600133907,1.713294384,2.285131922,2.19972289,2.392499161
Namibia,NAM,3.49218333,1.177948872,4.788661155,4.239794359,12.26954808,2.529262501,7.073175382,6.617094513,2.649811967,0.295971028,6.03924941,5.091338198,5.063924178,5.680297972,6.372288379
New Caledonia,NCL,2.100108842,,,,,,,,,,,,,,
Niger,NER,-1.40950935,7.104340612,2.999122036,5.299999998,0.100000001,4.499999999,5.800000002,3.146570396,9.587673209,-0.712671174,8.369239798,2.31140022,11.81366328,4.582355297,6.900014894
Nigeria,NGA,5.318093381,4.411065196,3.784648183,10.35418456,33.73577503,3.444666813,8.210964859,6.828398348,6.270263697,6.934416004,7.839739477,4.887386611,4.279277314,5.394416311,6.309718253
Nicaragua,NIC,4.101590153,2.960843529,0.753938941,2.520732936,5.31217052,4.282398305,4.15206923,5.287768788,2.851710991,-2.759210147,3.191298781,6.231594588,5.131796229,4.510537036,4.702775972
Netherlands,NLD,4.238763069,2.124264345,0.103629981,0.283922581,2.030706315,2.160366002,3.518636961,3.698473106,1.699060794,-3.767583552,1.402662177,1.663626344,-1.057037404,-0.495377915,1.011128408
High income: nonOECD,NOC,6.305951086,1.798815641,1.544289887,5.582930952,8.263927164,6.618108886,7.537019645,7.068111403,4.161883025,-3.182350619,5.8044843,5.627677854,3.418754415,2.355375862,1.839780727
Norway,NOR,3.205285079,2.085328034,1.437708802,0.919841889,3.959038033,2.624720535,2.395092466,2.929766044,0.384306038,-1.622533265,0.60193444,0.96877971,2.748768783,0.742155986,2.208595665
Nepal,NPL,6.199999988,4.799762644,0.120266897,3.945037767,4.682603245,3.479181046,3.364614788,3.411560276,6.104639142,4.53307872,4.81641465,3.421828241,4.781192258,4.128877676,5.380583821
New Zealand,NZL,2.763619203,3.429362475,4.884995487,4.631471992,3.816652734,3.410761187,2.763629742,2.959128601,-1.61514388,-0.251369347,1.441497497,2.218416948,2.177772187,2.474918046,3.001181387
High income: OECD,OEC,3.896736367,1.530930052,1.56793255,1.971778813,3.088337298,2.571062675,2.885276929,2.536056734,0.145202524,-3.500084056,2.77374487,1.575215017,1.174879162,1.381409051,1.723248703
OECD members,OED,3.962552917,1.39548208,1.583825468,1.996268432,3.189447555,2.653951668,2.985873942,2.581410928,0.181970714,-3.548743569,2.91952019,1.73744232,1.261488572,1.425847012,1.755504935
Oman,OMN,5.401372717,4.482454096,-1.10056525,-2.668969447,1.292112564,2.49045836,5.372068299,4.452694304,8.199695813,6.112453761,4.802852057,-1.091025209,7.08065789,3.912783126,2.894205544
Other small states,OSS,3.692366583,5.270439419,4.184736961,4.58385354,8.196910813,5.021726022,5.024672359,8.086671237,4.622332413,-1.921162901,4.754597655,4.811138514,4.318259328,3.73299606,3.744929664
Pakistan,PAK,4.260088012,1.982484032,3.224429973,4.846320935,7.368571359,7.667304271,6.177542036,4.832817277,1.701405465,2.831658519,1.606691959,2.74840255,3.50703342,4.367249451,4.738354944
Panama,PAN,2.715373567,0.574272925,2.228887218,4.205763358,7.52208031,7.191279079,8.527761146,12.11266105,9.146904398,3.974164892,5.851873793,10.77019485,10.24710466,8.352293815,6.161704916
Peru,PER,2.694311073,0.617831087,5.453764602,4.164850559,4.9582783,6.285172088,7.528816844,8.518441947,9.143148205,1.04923237,8.45074688,6.452215996,5.950346345,5.770368132,2.35025371
Philippines,PHL,4.411212506,2.893992411,3.645898141,4.970363731,6.697636425,4.777663462,5.242953041,6.616668505,4.152757145,1.148330408,7.632263916,3.659755139,6.683810237,7.055272228,6.132343044
Palau,PLW,-5.504118681,5.262850439,7.124791472,-4.681020028,7.044855211,2.486197909,-1.847272729,0.056319392,-4.676989676,-10.74284236,1.789224212,8.317675714,4.568747664,-2.034081529,7.951975484
Papua New Guinea,PNG,-2.494841729,-0.121288758,-0.158900358,2.164102531,2.721175412,6.344796039,2.294466151,7.151762439,6.610958325,6.14148229,7.674331651,10.66932893,8.087543144,5.537412004,8.533901802
Poland,POL,4.259803397,1.2053016,1.443499193,3.562532958,5.135655776,3.547057816,6.192727097,7.20167581,3.920387524,2.634211015,3.69884522,5.008511761,1.561713309,1.26471806,3.334048857
Puerto Rico,PRI,1.512452504,9.849452032,1.773267622,1.19291552,1.760917241,0.56859912,-0.889569195,-3.325701786,-1.798808345,-2.361113517,-2.612530288,-1.890463033,-2.772499076,-0.577342697,
Korea. Dem. PeopleÍs Rep.,PRK,,,,,,,,,,,,,,,
Portugal,PRT,3.787494001,1.943305882,0.768795656,-0.93420574,1.811583041,0.76678559,1.553052101,2.49200246,0.1992728,-2.978104251,1.898690599,-1.826852351,-4.028256748,-1.130155233,0.905797854
Paraguay,PRY,-2.314146032,-0.834057908,-0.021401975,4.320749918,4.057419171,2.133486167,4.807120262,5.421622463,6.35911702,-3.965695886,13.09300368,4.342407086,-1.238968506,14.03627767,4.722333745
Pacific island small states,PSS,-0.908936556,1.347255305,2.169377297,1.831732032,4.288100634,1.888582428,2.259621774,1.044988191,1.700158235,-1.720043613,2.900353575,0.635539903,1.892144681,2.975290121,4.54418252
French Polynesia,PYF,4.000000343,,,,,,,,,,,,,,
Qatar,QAT,,3.898186603,7.182151762,3.719958644,19.21891529,7.492758507,26.1702457,17.98565677,17.66355638,11.95656114,19.59233153,13.37517641,4.879570493,4.58167359,3.978156473
Romania,ROU,2.395094533,5.592002343,5.184192218,5.52427784,8.358630134,4.171876956,8.055560146,6.863757382,8.45898402,-7.06682807,-0.798465536,1.05629446,0.640995192,3.531602164,2.77734439
Russian Federation,RUS,9.999999999,5.091984231,4.743669897,7.295854331,7.175949192,6.376187027,8.153431973,8.535080209,5.247953532,-7.820885026,4.503725625,4.264176566,3.405546804,1.340797614,0.640485765
Rwanda,RWA,8.318704945,8.668954202,13.51052989,1.451335379,6.946390386,6.912001414,9.235269536,7.612853864,11.16246001,6.267988487,7.312669275,7.851934941,8.788351534,4.684512428,6.96347032
South Asia,SAS,4.066742582,4.361269232,3.721280793,7.246182781,7.556301063,8.797461118,8.678158764,9.033955518,3.883071565,7.632016062,9.070419895,6.313950607,5.188680752,6.498138547,6.889045733
Saudi Arabia,SAU,4.864539865,0.547644944,0.127703034,7.659270219,9.254206213,7.256017518,5.576747435,5.992309707,8.427164639,1.829176099,4.761882035,9.95893281,5.38446595,2.669911395,3.638699049
Sudan,SDN,6.345867769,6.500360421,6.427273901,7.734591717,3.883307291,7.489738142,10.064308,11.52191003,7.801963334,3.241847572,3.469335093,-1.967728979,-2.214703192,3.299999857,3.100000262
Senegal,SEN,3.186639102,4.580916419,0.654803692,6.683228134,5.870772214,5.622606857,2.461570253,4.938485083,3.682524403,2.423175917,4.179363062,1.761118049,4.363200853,3.622232012,4.720539611
Singapore,SGP,8.897544418,-0.952290066,4.211686552,4.435328147,9.549175476,7.489157459,8.860196114,9.111527148,1.787620228,-0.603388298,15.24037704,6.207448728,3.414361301,4.443213647,2.918389477
Solomon Islands,SLB,-14.26748303,-7.978564432,-2.800002522,6.50000183,4.898370946,5.421193232,6.946649998,7.320001264,7.094495143,-4.727872457,6.895556838,12.92847503,4.660611855,3.014386846,1.507426291
Sierra Leone,SLE,6.652727885,-7.140319715,26.26857661,9.382384967,6.417536687,4.332484395,5.525833107,8.058321564,5.399676742,3.186805673,5.346644565,4.535284315,15.30962077,20.91179016,4.610100711
El Salvador,SLV,2.152652497,1.708936396,2.340822748,2.30003827,1.850535583,3.562814501,3.911948645,3.839765177,1.274227301,-3.133046282,1.364783667,2.21683561,1.880955461,1.847286731,1.951944153
San Marino,SMR,2.182810368,5.607476636,0.252844501,3.909205549,4.611650485,2.320185615,3.854875283,3.493449782,1.898734177,,,,,,
Somalia,SOM,,,,,,,,,,,,,,,
Serbia,SRB,7.759209405,4.992714031,7.115788087,4.415414059,9.046513062,5.540426974,4.904348856,5.888760078,5.366683424,-3.115971692,0.584478088,1.401465736,-1.015270388,2.571734107,-1.812781844
Sub-Saharan Africa (developing only),SSA,3.439275278,3.494826805,3.370106392,4.259250302,9.163387579,5.037086633,6.052918461,6.006640766,4.456209869,2.090604522,5.36181229,4.234611329,3.937581741,4.435867681,4.408322551
South Sudan,SSD,,,,,,,,,,5.04164188,5.493416395,-4.640316736,-46.08212237,13.12973114,3.373648282
Sub-Saharan Africa (all income levels),SSF,3.494951725,3.758731283,3.48253584,4.322656857,9.407368141,5.177075247,6.078764287,6.093982851,4.520791849,1.99059421,5.23876766,4.21144937,3.962630605,4.304683099,4.354815629
Small states,SST,3.591155144,3.562032986,3.940489697,5.127827121,6.139899254,4.33411006,5.773280264,5.544813808,3.032344643,-2.749803672,2.660145226,3.021551801,2.913944218,2.684026799,2.773686508
Sao Tome and Principe,STP,,3.189933317,2.376877471,6.573472701,3.832227084,7.093770448,9.115646545,3.253604914,8.186171817,4.015820883,4.480038922,4.828586114,4.589145046,4.186074416,4.478554136
Suriname,SUR,-0.068687218,4.553077415,4.299944411,6.010154543,9.256031959,4.570714921,3.84213742,5.111487808,4.143406525,3.01369863,5.157261795,5.267209149,3.071137574,2.837741968,1.842909234
Slovak Republic,SVK,1.210176214,3.316465879,4.522790656,5.418717306,5.258838117,6.397286236,8.485509504,10.83443581,5.652722009,-5.491316795,5.081868001,2.841873009,1.523361474,1.427931598,2.521933587
Slovenia,SVN,4.15544216,2.949355156,3.836311613,2.842102933,4.351785441,4.002988098,5.656016806,6.941629239,3.300154907,-7.797289576,1.237754544,0.649363367,-2.718302865,-1.057753284,3.04833099
Sweden,SWE,4.735287133,1.563410279,2.073577213,2.385740236,4.32052981,2.818329618,4.688127152,3.404948895,-0.557047628,-5.18465903,5.988926547,2.664407951,-0.286320615,1.241204917,2.331833034
Swaziland,SWZ,1.760173901,1.157877823,1.777204687,2.240094011,2.906684386,2.46332929,3.302561657,3.503652042,2.373518542,1.250350107,1.680816911,1.327171806,3.027489377,2.949144186,2.450372499
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,
Seychelles,SYC,1.514338815,-2.271162762,1.212831267,-5.887127528,-2.850453659,9.005761428,9.40612788,10.41767697,-2.140515163,-1.107180976,5.945430856,7.894705851,6.039787861,6.622540555,3.315791656
Syrian Arab Republic,SYR,2.742857397,5.20094281,5.9,0.6,6.900000004,6.2,4.999999998,5.699999996,,,,,,,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,
Chad,TCD,-0.879681025,11.65813465,8.491209819,14.72166701,33.62937185,17.33253374,0.648262014,3.271499579,3.052691532,4.217695552,13.55010086,0.082869798,8.882576072,5.700001363,7.300000713
Togo,TGO,-0.783479606,-1.626806272,-0.922151022,4.954397666,2.119065316,1.180406956,4.052412542,2.290453889,2.225480232,3.510296675,3.99567877,4.883763946,5.91249112,5.117622456,5.708886445
Thailand,THA,4.455676031,3.444243766,6.148879817,7.189329965,6.289288549,4.187834924,4.967916824,5.43509257,1.725667908,-0.738279789,7.506710715,0.833682448,7.322901043,2.809403672,0.865663679
Tajikistan,TJK,8.299998545,10.2,10.8,11,10.3,6.7,7,7.8,7.9,3.8,6.5,7.4,7.5,7.4,6.699250546
Turkmenistan,TKM,5.46906412,4.34384553,0.257180351,3.26882857,5.000407297,13.04036322,10.96709535,11.05929963,14.69586154,6.103453739,9.197805069,14.69934708,11.10183888,10.20001073,10.29998277
Timor-Leste,TLS,17.50563435,16.36690647,-6.646058733,-2.317880795,0.508474576,6.239460371,-5.714285714,11.44781145,14.19939577,12.96296296,9.367681499,9.528907923,6.353861193,2.757352941,7.003577818
Tonga,TON,3.369839694,3.601788655,3.416109019,2.156539356,0.764189645,1.577206884,-1.076001205,-4.571113139,2.456248639,1.099573953,4.165690916,2.01912478,0.546957252,-2.675541923,2.143955465
Trinidad and Tobago,TTO,7.560720268,4.167721088,7.936537599,14.44103949,7.950075643,6.20979609,13.20692476,4.754356314,3.390301978,-4.389750433,-0.093424281,0.006759878,1.366529601,1.739314055,0.817102345
Tunisia,TUN,4.709860079,3.796183758,1.322563677,4.702411803,6.235793825,3.486535718,5.244195274,6.709620365,4.237776889,3.043448861,3.511079996,-1.917624302,4.093828016,2.893876014,2.695833432
Turkey,TUR,6.774455335,-5.697476493,6.163839607,5.265265304,9.362807614,8.401617872,6.893489337,4.668579412,0.658838445,-4.825875213,9.156952903,8.772747615,2.127460619,4.192509259,2.914142895
Tuvalu,TUV,-0.970599814,1.634107644,7.886174359,-3.333536533,-1.352181114,-3.779729962,2.138938329,6.350564875,7.983260905,-4.432851394,-2.729427912,8.453323926,0.174458145,1.298187614,1.987889667
Tanzania,TZA,4.933846627,5.997828858,7.163553536,6.886226532,7.828298381,8.173335834,4.660570995,8.464381242,5.566595648,5.382346168,6.358886081,7.904507572,5.141013621,7.26306003,6.965132962
Uganda,UGA,3.141907338,5.183661126,8.732685764,6.473258671,6.807233344,6.332565116,10.78474439,8.412425966,8.708751901,7.251045316,5.170342974,9.673224959,4.411259872,3.270736613,4.815273108
Ukraine,UKR,5.89999999,9.200000012,5.199999972,9.400000012,12.1,2.699999984,7.300000029,7.900000767,2.299999986,-14.80000001,4.200000016,5.200000009,0.199999998,0,-6.800008163
Upper middle income,UMC,5.881016314,3.025761039,5.112348904,5.321057534,7.53794863,7.092305273,8.163963707,8.800540317,5.823889925,2.851743502,8.05696346,6.257582466,5.294626821,5.074878234,4.544786613
Uruguay,URY,-1.92993064,-3.844129967,-7.732007212,0.805283917,5.004160365,7.460132106,4.098577362,6.541510848,7.176144662,4.243494178,7.803409668,5.162133026,3.323114945,5.100361248,3.498414788
United States,USA,4.092176449,0.975981834,1.786127687,2.806775956,3.78574285,3.345216063,2.666625826,1.77857024,-0.291621459,-2.775529574,2.531920616,1.601454672,2.32108446,2.219308025,2.3882
Uzbekistan,UZB,3.799999993,4.200000008,3.999999997,4.199999999,7.699999998,7.000000005,7.299999997,9.500000002,9.419230769,8.099999996,8.500000001,8.299999999,8.200000001,8.000000001,8.100000002
St. Vincent and the Grenadines,VCT,1.637432727,1.709420747,6.323311664,7.689788193,4.156282616,2.488007025,7.661606972,-1.617029907,6.731967996,-2.099062896,-3.365116259,-0.423645057,1.380496768,1.670010146,0.597413329
Venezuela. RB,VEN,3.686944167,3.394236108,-8.855647353,-7.75530005,18.28660669,10.3179138,9.872149109,8.753463385,5.277965858,-3.202302657,-1.488791251,4.176425359,5.625956975,1.343094036,-4
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,
Vietnam,VNM,6.787316408,6.192893312,6.320820988,6.899063492,7.536410612,7.547247727,6.977954812,7.129504484,5.661771208,5.397897543,6.423238217,6.240302749,5.247367156,5.421882991,5.983654637
Vanuatu,VUT,5.922044539,-3.488507759,-5.111218569,4.293431178,3.984754831,5.30285231,8.462928669,5.175676788,6.448521358,3.312815802,1.629081596,1.223225535,1.754749927,1.96914608,2.304347102
West Bank and Gaza,PSE,-9.881456269,-6.421027093,-1.472391719,9.205070943,8.884791331,11.04608056,-4.542687871,-1.774139133,-8.632433455,20.94078783,2.337462352,7.892979819,14.3000866,-4.154572938,-1.478365603
World,WLD,4.261343669,1.841642216,2.084205353,2.759416261,4.148420961,3.589953946,4.085844264,3.943015517,1.456326356,-2.062202976,4.078066426,2.847301733,2.260133944,2.368003989,2.4935898
Samoa,WSM,6.918790299,6.93976583,4.343995595,4.515479143,4.625001948,4.156492103,1.968807932,6.322641763,1.009086658,-4.8082722,0.479158713,5.736783253,0.439340841,-1.931498986,1.196147337
Yemen. Rep.,YEM,6.18191561,3.803645878,3.935231493,3.747398199,3.972696389,5.591748066,3.170409373,3.338427946,4.014388868,4.134837953,3.317465196,-15.08839309,2.469878516,4.155705526,
South Africa,ZAF,4.199999997,2.700000003,3.700374403,2.949075466,4.554559908,5.277051971,5.585045962,5.360474053,3.191043888,-1.538089135,3.039747085,3.212451755,2.219824006,2.212354431,1.548700635
Congo. Dem. Rep.,COD,-6.910927316,-2.100173026,2.947765184,5.577822311,6.738373932,6.135151156,5.320981058,6.259469847,6.225900287,2.855060106,7.078889424,6.864630027,7.157859628,8.503503317,9.046596161
Zambia,ZMB,3.89732287,5.316868319,4.506014409,6.944973873,7.032395131,7.23559899,7.903694512,8.352436224,7.773895812,9.220348444,10.29820581,6.338446147,6.730573989,6.713450204,6.000000073
Zimbabwe,ZWE,-3.059189626,1.439615074,-8.894023417,-16.99507453,-5.807538303,-5.711083833,-3.46149505,-3.653327043,-17.6689466,5.984390754,11.37592123,11.90540789,10.56520427,4.484095146,3.8482899
